creative,party,ad_issue,cycle,ad_purpose,ad_tone
PRES/MAF SHAMELESS POLITICIANS,republican,Other (please specify),2004,both,attack
PRES/REG APPLES SPANISH,democrat,Government Spending,2004,policy,attack
PRES/BUSH&RNC ENVIANDO DINERO SPANISH,republican,Ideology,2004,both,attack
PRES/MOVEON HE JUST DOESN'T GET IT,democrat,Personal values,2004,both,attack
PRES/KERRY&DNC GRADUATION SPANISH,democrat,None / No other issues,2004,policy,attack
PRES/BUSH&RNC THE CHOICE,republican,Health care,2004,policy,contrast
PRES/KERRY STRONGEST MILITARY,democrat,Defense/military,2004,both,promote
PRES/KERRY REAL NEVADANS,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY DOUG BISHOP,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY HEALTHCARE PLAN,democrat,None / No other issues,2004,policy,promote
PRES/NBHRN CONTAMINATION SPANISH,democrat,None / No other issues,2004,policy,attack
PRES/DNC THINK ABOUT THIS,democrat,Employment/ jobs,2004,policy,attack
PRES/DNC EAGLE,democrat,None / No other issues,2004,personal,contrast
PRES/APC TRAIN WRECK,democrat,Health care,2004,policy,attack
PRES/SAN FROM HERE,democrat,None / No other issues,2004,personal,promote
PRES/BOL REGRET ABORTION,republican,None / No other issues,2004,policy,promote
PRES/TMF NO PROBLEM VOTE,democrat,None / No other issues,2004,unclear,other
PRES/SEIU BUSH GOT HIS,democrat,Medicare,2004,policy,attack
PRES/LCV JOBS,democrat,Employment/ jobs,2004,both,attack
PRES/TIAD FAILED LEADERS,republican,Other (please specify),2004,both,contrast
PRES/AJDW KERRY CARES,democrat,Medicare,2004,both,promote
PRES/CDV ACCOUNT BALANCE,democrat,None / No other issues,2004,policy,contrast
PRES/CRAP BURGER WORLD,democrat,None / No other issues,2004,policy,attack
PRES/DNC YEARS HAWAII,democrat,Prescription drugs,2004,policy,attack
PRES/GTM THE ENDORSEMENT,democrat,Other (please specify),2004,policy,attack
PRES/KERRY RICHARDSON ENDORSEMENT 2,democrat,Veterans,2004,NA,contrast
PRES/NRA KERRY SPORTSMAN,republican,None / No other issues,2004,policy,attack
PRES/RNC WHO KNOWS,republican,Political record,2004,both,attack
PRES/MAF BEIRUT 1983 60,republican,Defense/military,2004,unclear,other
PRES/FLGOP KERRY PUPPET OF CASTRO SPANISH,republican,Bush,2004,personal,contrast
PRES/BUSH WHATEVER IT TAKES 60,republican,Ideology,2004,policy,promote
PRES/BUSH&RNC TUS OPCIONES SPANISH,republican,Health care,2004,policy,promote
PRES/CFG INDECISION,republican,None / No other issues,2004,both,attack
PRES/FLGOP CUBA EMBARGO,republican,Political record,2004,both,contrast
PRES/GNORF WE BELIEVE,republican,Abortion,2004,both,promote
PRES/GNORF WE BELIEVE 2,republican,Other (please specify),2004,both,promote
PRES/IBEW WORKING FAMILIES,democrat,Other (please specify),2004,policy,contrast
PRES/KERRY YOUR HANDS,democrat,Health care,2004,policy,promote
PRES/KERRY&DNC SOCIAL SECURITY SECRET,democrat,Other (please specify),2004,policy,attack
PRES/LCV FLORIDA DIFFERENCE,democrat,Environment,2004,both,contrast
PRES/TAH BAD MOVIE,democrat,None / No other issues,2004,personal,attack
PRES/TAH NO MISTAKES,democrat,None / No other issues,2004,personal,attack
PRES/SEIU ALL IN THE FAMILY,democrat,Energy,2004,both,attack
PRES/KERRY ORLANDO SENTINEL,democrat,Environment,2004,policy,contrast
PRES/NBHRN CONTAMINATION SPANISH 2,democrat,None / No other issues,2004,policy,attack
PRES/NDN PROMISE,democrat,Other (please specify),2004,policy,promote
PRES/FLGOP IMPUESTOS SPANISH,republican,Moral/family/religious values,2004,both,promote
PRES/FLGOP HAZARDOUS,republican,Prescription drugs,2004,policy,contrast
PRES/SEIU MISSING PAGES,democrat,Other (please specify),2004,both,attack
PRES/KERRY OBLIGATION,democrat,Other (please specify),2004,policy,contrast
PRES/KERRY MILWAUKEE NEWSPAPERS,democrat,Personal values,2004,both,contrast
PRES/DNC MICHIGAN JOBS,democrat,None / No other issues,2004,policy,attack
PRES/AFLCIO WORKING FAMILIES,democrat,Corporate Fraud / Enron,2004,policy,contrast
PRES/APTS THE FACE OF EVIL 60,republican,Foreign policy,2004,personal,attack
PRES/NRA CHOICE IS CLEAR,republican,None / No other issues,2004,both,promote
PRES/BUSH NO LIMIT,republican,Terrorism,2004,personal,attack
PRES/TAH TRUST,democrat,Other (please specify),2004,personal,attack
PRES/WBR HELP PREVENT THE DRAFT,democrat,None / No other issues,2004,policy,attack
PRES/RV HAD IT WITH BUSH 60,democrat,None / No other issues,2004,unclear,other
PRES/AFSCME MISTAKES,democrat,Health care,2004,policy,attack
PRES/CDV CLEAR CHOICE 2,democrat,Other (please specify),2004,policy,contrast
PRES/DNC MI FAMILIA SPANISH,democrat,None / No other issues,2004,policy,contrast
PRES/RV A MOTHER'S TEARS 60,democrat,Honesty/Integrity,2004,policy,attack
PRES/KERRY MAN FOR OHIO,democrat,Education/schools,2004,policy,promote
PRES/CCSA IT'S TIME,democrat,None / No other issues,2004,personal,attack
PRES/IVA THEY CAN'T VOTE YOU CAN,democrat,Defense/military,2004,both,attack
PRES/MOVEON IT'S ABOUT PRIORITIES REVISED 2,democrat,Other (please specify),2004,policy,attack
PRES/DNC STAND UP,democrat,None / No other issues,2004,policy,contrast
DOMESTIC/DNC BUSH SCANDALS,democrat,None / No other issues,2004,unclear,attack
PRES/DEAN RX COSTS,democrat,None / No other issues,2004,policy,promote
ENV/SIERRA BUSH CLEAN AIR,democrat,None / No other issues,2004,policy,attack
ENV/SIERRA WORLD TRADE DUST,democrat,Child care,2004,unclear,attack
INTA/AFV HALLIBURTON CHECK,democrat,Health care,2004,policy,attack
PRES/KERRY IOWA ANNOUNCEMENT,democrat,Special Interests,2004,personal,promote
PRES/KERRY LEADERSHIP,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY STRENGTH,democrat,Employment/ jobs,2004,policy,contrast
PRES/GEPHARDT LEADER,democrat,Taxes,2004,policy,contrast
PRES/EDWARDS HOMETOWN,democrat,Health care,2004,personal,promote
PRES/DEAN STAND UP TO BUSH 2,democrat,Health care,2004,policy,contrast
PRES/GEPHARDT STRUGGLED,democrat,None / No other issues,2004,personal,contrast
ENV/LCV AIR FORCE ONE BUSH 2,democrat,None / No other issues,2004,policy,attack
PRES/ASC BUSH STEEL PROGRAM,republican,None / No other issues,2004,policy,promote
PRES/DEAN BUSH WRECKLESS POLICY,democrat,None / No other issues,2004,policy,contrast
PRES/DEAN CHILDREN HEALTHCARE,democrat,None / No other issues,2004,policy,promote
PRES/EDWARDS COLLEGE,democrat,None / No other issues,2004,policy,promote
PRES/EDWARDS JOBS,democrat,International trade/globalization/NAFTA,2004,personal,promote
PRES/EDWARDS HOME,democrat,None / No other issues,2004,personal,promote
PRES/EDWARDS PLAN 60,democrat,Background,2004,policy,contrast
PRES/DEAN STAND UP TO BUSH,democrat,Employment/ jobs,2004,policy,contrast
PRES/DEAN TAKE BACK OUR COUNTRY,democrat,None / No other issues,2004,policy,contrast
PRES/DNC BUSH SADDAM URANIUM,democrat,None / No other issues,2004,personal,attack
PRES/JALOVEC BUSH TERRORISTS,republican,Other (please specify),2004,policy,contrast
ENV/SIERRA BUSH THIS SUMMER,democrat,None / No other issues,2004,policy,attack
ENV/LCV AIR FORCE ONE BUSH,democrat,None / No other issues,2004,policy,attack
RVP/BUSH ASHES,democrat,None / No other issues,2004,policy,attack
PRES/DEAN CHANGE AMERICA 60,democrat,None / No other issues,2004,policy,promote
PRES/DEAN IRAQ TROOPS,democrat,None / No other issues,2004,policy,contrast
PRES/DEAN VALUES SPANISH,democrat,None / No other issues,2004,policy,promote
PRES/EDWARDS VALUES DEBATE,democrat,None / No other issues,2004,policy,contrast
PRES/EDWARDS ANSWER,democrat,None / No other issues,2004,policy,promote
PRES/EDWARDS CREATE,democrat,International trade/globalization/NAFTA,2004,policy,promote
PRES/EDWARDS DEFICIT,democrat,None / No other issues,2004,policy,attack
PRES/EDWARDS LOBBYISTS,democrat,None / No other issues,2004,personal,promote
PRES/EDWARDS STRONG,democrat,Defense/military,2004,policy,contrast
PRES/EDWARDS VALUES,democrat,None / No other issues,2004,personal,promote
PRES/GEPHARDT AFTER,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT RECESSION,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT RURAL,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY CARRIER,democrat,Veterans,2004,policy,contrast
PRES/KERRY CORRUPTION VS OPPORTUNITY,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY COURAGE,democrat,Defense/military,2004,policy,promote
PRES/KERRY COURAGE 60,democrat,Environment,2004,policy,contrast
PRES/LIEBERMAN DOING WHAT'S RIGHT,democrat,Foreign policy,2004,policy,contrast
PRES/LIEBERMAN FOCUS,democrat,Campaign finance reform,2004,policy,promote
PRES/LIEBERMAN MIDDLE CLASS TAX CUT,democrat,None / No other issues,2004,policy,contrast
PRES/CLARK STORY 60,democrat,Defense/military,2004,personal,promote
PRES/RNC REALITY,republican,None / No other issues,2004,policy,promote
PRES/DEAN TAKE OUR COUNTRY BACK REVISED,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT LEADERSHIP,democrat,Other (please specify),2004,personal,promote
PRES/DEAN CHANGE AMERICA,democrat,None / No other issues,2004,unclear,promote
PRES/KERRY HEALTHCARE COURAGE,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY COURAGE TO TAKE ON BUSH,democrat,None / No other issues,2004,policy,contrast
PRES/DEAN WAR IN IRAQ,democrat,None / No other issues,2004,policy,contrast
PRES/DNC JAMES CARVILLE,democrat,None / No other issues,2004,unclear,attack
PRES/DEAN MISLED,democrat,Other (please specify),2004,policy,contrast
PRES/KERRY CURED,democrat,None / No other issues,2004,policy,promote
PRES/KERRY NO MR. PRESIDENT,democrat,Terrorism,2004,policy,contrast
VOTE/MOVEON BUSH MISLEADER,democrat,None / No other issues,2004,policy,attack
PRES/LIEBERMAN STRAIGHT TALKERS,democrat,None / No other issues,2004,policy,promote
PRES/DEAN BIO 60,democrat,Health care,2004,policy,promote
PRES/GEPHARDT MATT,democrat,None / No other issues,2004,policy,promote
TRD/AEJ NAFTA,democrat,None / No other issues,2004,unclear,contrast
DOMESTIC/MOVEON BUSH IN 30 SECONDS,democrat,Political record,2004,policy,attack
PRES/AFGE VA ONLY,democrat,None / No other issues,2004,policy,attack
PRES/AJHPV DEAN WITH BUSH,democrat,Clinton,2004,policy,attack
TRD/USWA GEPHARDT ENDORSEMENT,democrat,None / No other issues,2004,policy,promote
PRES/CFG TAX REDUX,republican,None / No other issues,2004,policy,attack
PRES/CLARK INDEPENDENCE,democrat,None / No other issues,2004,both,promote
PRES/NDN BROKEN PROMISE SPANISH,democrat,None / No other issues,2004,policy,attack
PRES/KERRY ENERGY INDEPENDENCE,democrat,None / No other issues,2004,policy,promote
PRES/DEAN DOCTOR SPANISH,democrat,None / No other issues,2004,both,promote
PRES/GEPHARDT CAROLINA,democrat,None / No other issues,2004,both,promote
PRES/AJHPV TOP GRADES,democrat,None / No other issues,2004,policy,attack
PRES/LIEBERMAN BETTER THAN THAT,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY 100 DAYS,democrat,Energy,2004,policy,contrast
PRES/AFGE ONE CHRISTMAS,democrat,None / No other issues,2004,policy,attack
PRES/AJHPV DANGEROUS WORLD,democrat,Background,2004,policy,attack
PRES/AJHPV JUST THE FACTS,democrat,None / No other issues,2004,policy,attack
PRES/CLARK IMAGINE,democrat,None / No other issues,2004,personal,promote
PRES/CLARK LEADER,democrat,None / No other issues,2004,policy,promote
PRES/DEAN BUSH NEGATIVE ADS,democrat,Health care,2004,policy,contrast
PRES/DEAN JOBS,democrat,None / No other issues,2004,policy,contrast
PRES/DEAN STOP YOU,democrat,None / No other issues,2004,personal,contrast
PRES/EDWARDS MILK,democrat,None / No other issues,2004,policy,contrast
PRES/EDWARDS POOL,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT HEALTH PLAN,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT REPUBLICANS,democrat,Minimum wage,2004,policy,contrast
PRES/KERRY FEEDING FRENZY,democrat,Energy,2004,policy,promote
PRES/LIEBERMAN DETERMINED,democrat,Terrorism,2004,both,promote
PRES/LIEBERMAN TUNE IN,democrat,None / No other issues,2004,policy,promote
PRES/MOVEON SANTA,democrat,Other (please specify),2004,policy,attack
PRES/CLARK WHAT IF,democrat,None / No other issues,2004,personal,promote
PRES/KERRY JEANNE SHAHEEN,democrat,None / No other issues,2004,personal,promote
PRES/KUCINICH LISTEN UP YOUNG AMERICA,democrat,None / No other issues,2004,policy,promote
PRES/TBA PLAN,democrat,None / No other issues,2004,policy,contrast
PRES/TBA PLAN 60,democrat,None / No other issues,2004,both,contrast
PRES/KERRY FAMILY HEALTHCARE CRISIS,democrat,None / No other issues,2004,policy,promote
PRES/CFG BACK TO VERMONT,republican,None / No other issues,2004,personal,attack
PRES/CLARK MAJOR,democrat,None / No other issues,2004,personal,promote
PRES/DEAN LOSING JOBS,democrat,None / No other issues,2004,policy,contrast
PRES/DEAN POWER,democrat,None / No other issues,2004,policy,promote
PRES/DEAN SOME DEMOCRATS,democrat,Special Interests,2004,policy,contrast
PRES/EDWARDS BETTER LIFE,democrat,None / No other issues,2004,personal,promote
PRES/EDWARDS HOME REVISED,democrat,None / No other issues,2004,both,promote
PRES/EDWARDS TWO AMERICAS,democrat,Special Interests,2004,policy,promote
PRES/GEPHARDT EVERYONE,democrat,None / No other issues,2004,policy,promote
PRES/KERRY MIDDLE CLASS TAX CUTS,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY VIETNAM,democrat,Other child-related issues,2004,both,contrast
PRES/KUCINICH INSPIRE 15,democrat,None / No other issues,2004,policy,promote
PRES/KUCINICH PRIVACY 15,democrat,None / No other issues,2004,policy,promote
PRES/LAROUCHE PARTY DIES,democrat,None / No other issues,2004,policy,promote
PRES/LIEBERMAN LOVE HATE,democrat,Honesty/Integrity,2004,policy,contrast
PRES/LIEBERMAN THE ONLY ONE,democrat,Employment/ jobs,2004,both,promote
PRES/MOVEON PULLING THE RUG,democrat,None / No other issues,2004,policy,attack
PRES/GEPHARDT LED,democrat,None / No other issues,2004,policy,contrast
PRES/GEPHARDT TOGETHER,democrat,None / No other issues,2004,policy,promote
PRES/KERRY STANDING WITH KERRY,democrat,Foreign policy,2004,both,contrast
PRES/KUCINICH UN IN US OUT,democrat,Other (please specify),2004,policy,contrast
PRES/SIERRA FISHY,democrat,None / No other issues,2004,policy,attack
PRES/EDWARDS RIGHT,democrat,None / No other issues,2004,personal,promote
PRES/DEAN EMPOWERING PEOPLE,democrat,None / No other issues,2004,both,promote
PRES/DEAN WAR IN IRAQ 2,democrat,Other (please specify),2004,policy,contrast
PRES/EDWARDS POSITIVE,democrat,None / No other issues,2004,personal,promote
PRES/CLARK RESPECT,democrat,None / No other issues,2004,both,contrast
PRES/GEPHARDT KNOW,democrat,None / No other issues,2004,policy,contrast
PRES/CCC IMMIGRANTS,democrat,None / No other issues,2004,policy,attack
PRES/LIEBERMAN I LOVE AMERICA 60,democrat,Health care,2004,both,contrast
PRES/KERRY IOWA ENDORSEMENTS,democrat,Deficit/ surplus/ budget/ debt,2004,both,attack
PRES/EDWARDS NOW,democrat,None / No other issues,2004,personal,promote
PRES/CLARK SECRETARY,democrat,Minimum wage,2004,both,promote
PRES/LIEBERMAN BOLD,democrat,None / No other issues,2004,policy,contrast
PRES/CLARK RENEWAL,democrat,None / No other issues,2004,policy,promote
PRES/LIEBERMAN I LOVE AMERICA,democrat,Health care,2004,both,promote
PRES/MOVEON CHILD'S PLAY,democrat,None / No other issues,2004,policy,attack
PRES/KERRY FIGHT,democrat,Energy,2004,both,contrast
PRES/KERRY FIGHT 2,democrat,None / No other issues,2004,both,contrast
PRES/DEAN LEADER,democrat,None / No other issues,2004,both,contrast
PRES/KERRY STRUGGLING,democrat,Women's health,2004,policy,contrast
PRES/MOVEON STATE OF THE UNION,democrat,None / No other issues,2004,policy,attack
PRES/CLARK FAMILIES,democrat,Taxes,2004,both,promote
PRES/KUCINICH BYE-BYE AMERICA,democrat,None / No other issues,2004,policy,promote
PRES/LIEBERMAN I LOVE AMERICA 60 REVISED,democrat,Taxes,2004,both,contrast
PRES/KUCINICH HUMAN RIGHT,democrat,None / No other issues,2004,policy,promote
PRES/AFSCME DEAN HEALTHCARE,democrat,None / No other issues,2004,both,promote
PRES/LIEBERMAN HOMELAND,democrat,Other (please specify),2004,both,contrast
PRES/KERRY FIGHT 3,democrat,None / No other issues,2004,both,promote
PRES/DEAN HEALTH PLAN,democrat,Special Interests,2004,policy,contrast
PRES/CLARK PREPARED,democrat,None / No other issues,2004,both,promote
PRES/CLARK FUTURE,democrat,None / No other issues,2004,both,promote
PRES/CLARK BELIEVE,democrat,None / No other issues,2004,personal,promote
PRES/KERRY SOUTH CAROLINA ANNOUNCEMENT,democrat,Taxes,2004,both,promote
PRES/KERRY OPPORTUNIDADES,democrat,Background,2004,both,promote
PRES/KERRY BETTER FOR AMERICA,democrat,Health care,2004,both,contrast
PRES/LIEBERMAN CLEAR,democrat,Other (please specify),2004,policy,contrast
PRES/LCV ONE CANDIDATE,democrat,None / No other issues,2004,policy,contrast
PRES/LAROUCHE CRISIS,democrat,None / No other issues,2004,policy,promote
PRES/KERRY ECONOMY,democrat,None / No other issues,2004,policy,contrast
PRES/EDWARDS EQUALITY,democrat,None / No other issues,2004,personal,promote
PRES/EDWARDS AMERICAN JOBS,democrat,Taxes,2004,both,promote
PRES/LIEBERMAN PRESIDENT,democrat,Social Security,2004,both,promote
PRES/LIEBERMAN MORE AND MORE,democrat,None / No other issues,2004,personal,contrast
PRES/KERRY CLELAND,democrat,None / No other issues,2004,both,promote
PRES/KUCINICH THE ONLY ONE,democrat,Abortion,2004,both,contrast
PRES/DEAN MICHAEL,democrat,None / No other issues,2004,policy,contrast
PRES/EDWARDS HIRE,democrat,None / No other issues,2004,policy,promote
PRES/EDWARDS POSITIVE REVISED,democrat,None / No other issues,2004,personal,promote
PRES/KUCINICH BUSH OUT,democrat,None / No other issues,2004,both,contrast
PRES/DEAN RUBBER STAMP,democrat,None / No other issues,2004,both,contrast
PRES/MOVEON POLYGRAPH,democrat,Terrorism,2004,policy,attack
PRES/DEAN MAX,democrat,None / No other issues,2004,policy,contrast
PRES/KERRY JOBS LOST,democrat,Health care,2004,policy,contrast
PRES/KUCINICH PATRIOT ACT,democrat,None / No other issues,2004,policy,contrast
PRES/LAROUCHE DARK AGE,democrat,None / No other issues,2004,policy,promote
PRES/BUSH LEAD 60,republican,None / No other issues,2004,both,promote
PRES/BUSH SAFER STRONGER,republican,None / No other issues,2004,both,promote
PRES/BUSH TESTED,republican,None / No other issues,2004,personal,promote
PRES/MOVEON OVERTIME,democrat,None / No other issues,2004,policy,attack
PRES/PENNA PEOPLE'S CHOICE WRITE IN 15,democrat,None / No other issues,2004,policy,promote
PRES/NA DEAN THANK YOU 60,democrat,None / No other issues,2004,personal,promote
PRES/TMF AMERICAN DREAM,democrat,Special Interests,2004,both,attack
